department_id,department_name_kor,department_name_eng,department_type,location,phone,fax,email,homepage_url,detail_url,description,core_fields,research_centers,source_url,crawled_at
DEPT_BDCC9BF6871E,소셜데이터사이언스(SDS) 전공,Major in Social Data Science,program,체인지업그라운드 406호,054-279-3870,054-279-3699,yeseok@postech.ac.kr,https://psds.postech.ac.kr/,https://www.postech.ac.kr/kor/research-industry-academia/researcher-search.do?mode=view&id=123c1d7a65bf3f76431a29bbad88eeeb,"데이터 기반 사회를 선도할 인문사회적 소양과 공학적 기술 능력을 함양 소셜데이터사이언스(Social Data Science) 전공은 복잡해지는 현실 문제의 종합적 이해와 창의적 해결을 위한 학문적 역량을 강화하고 다양한 사회적 수요에 적극 대응할 수 있는 체계적인 커리큘럼으로 교육과 학습, 연구 기회를 제공합니다. 이를 통해 인문사회적 소양과 역량은 물론 공학적 기술 능력을 함양한 데이터 기반 사회의 혁신형 인재 육성을 목표로 합니다.",,,https://www.postech.ac.kr/kor/education/department.do,2026-07-18T12:39:10+09:00
DEPT_8C4E5FA11DD7,수학과,Mathematics,department,수리과학관,054-279-2712,054-279-2799,math-info@postech.ac.kr,https://math.postech.ac.kr/,https://www.postech.ac.kr/kor/research-industry-academia/researcher-search.do?mode=view&id=d8d260d0955f816557ae98e50b287133,"첨단기술의 기초가 되는 인간의 원초적 특성 수학적 사고를 통해 4차 산업혁명의 중심으로 수학적 사고는 예술이나 음악과 같은 인간의 원초적 특성입니다. 일반적으로 수학은 수와 공간, 변화량 및 관계 등의 다양한 대상을 논리적으로 사고해서 얻은 추상적 지식을 말합니다. 이공계 및 사회과학 분야에서는 수학을 활용하여 첨단기술과 복잡한 현대사회를 이해하는 독창적인 방법론을 개발해 왔습니다. 최근 4차 산업혁명 시대에 수학적 지식의 필요성은 더욱 증대되고 있습니다. 인공지능, IoT, 빅데이터, 블록체인 등 새롭게 등장하는 기술 혁신도 근본적으로 수학을 응용하고 개발하는 데 기초를 두고 있습니다.",,,https://www.postech.ac.kr/kor/education/department.do,2026-07-18T12:39:10+09:00
DEPT_9903AEDBEA8B,시스템생명공학부,Division of Interdisciplinary Bioscience& Bioengineering,division,"C5, 712호","054-279-8412,8417",054-279-8289,ibio@postech.ac.kr,https://ibio.postech.ac.kr,https://www.postech.ac.kr/kor/research-industry-academia/researcher-search.do?mode=view&id=a5c96b621480618492d6ab4d2e19a965,"기초과학과 응용과학을 아우르는 최첨단 생명공학 연구를 선도 시스템생명공학부는 2005년에 개설돼 기초과학(생물, 물리, 화학, 수학)과 응용과학(전자, 전산, 기계, 신소재, 화공, 환경공학)의 지식과 기술을 융합한 새로운 생명공학 연구를 선도하고 있습니다. 미래지향적 과학자 및 기술 인재를 육성하며, 최첨단 생명공학 기술 발전의 성공 모델 실현을 목표로 합니다.",,,https://www.postech.ac.kr/kor/education/department.do,2026-07-18T12:39:10+09:00
DEPT_E1957EAD7FC5,신소재공학과,Materials Science & Engineering,department,제1공학관,054-279-2715,054-279-2399,taeyoung@postech.ac.kr,https://mse.postech.ac.kr/,https://www.postech.ac.kr/kor/research-industry-academia/researcher-search.do?mode=view&id=269027c5b93829258d2eef4d0a38f196,"더 가볍게 더 기능적으로 정보, 환경, 바이오 재료 분야를 아우르는 경쟁력 신소재공학과는 새로운 소재를 개발하고 소재의 기능을 높여 부품을 가볍게 만들고, 시간과 에너지를 혁신적으로 줄이는 데 일조했습니다. 앞으로 신소재공학과는 정보전자 분야, 첨단구조재료 분야, 환경/에너지 분야, 의공학 분야 및 바이오 재료 분야에서 요구하고 있는 학문적 수요를 충족시키고, 이와 관련된 산업 분야를 활성화시킬 수 있는 연구에 역량을 집중할 것입니다.",,,https://www.postech.ac.kr/kor/education/department.do,2026-07-18T12:39:10+09:00
DEPT_B0BC0528CB64,양자정보과학전공,Major in Quantum Information Science,program,"C5, 712호","054-279-8420, 8424",054-279-8289,chaeso8750@postech.ac.kr,https://quantum.postech.ac.kr/,https://www.postech.ac.kr/kor/research-industry-academia/researcher-search.do?mode=view&id=04a4270953e536b3d89b39189ea28f5a,"첨단 양자정보기술 분야의 선도적 연구자로 거듭나는 곳 양자정보과학전공(Quantum Information Science)은 물리학, 공학, 그리고 양자정보과학의 학제 간 융합 연구로 양자컴퓨팅, 양자통신, 양자 센싱 등 첨단 양자정보기술 분야에서 글로벌 경쟁력을 갖춘 선도적인 연구자를 양성하기 위해 설립했습니다.",,,https://www.postech.ac.kr/kor/education/department.do,2026-07-18T12:39:10+09:00
DEPT_411348FEAEB7,의과학전공,Major in Medical Science and Engineering,program,"C5, 712호",054-279-8415,054-279-8289,nhlee1212@postech.ac.kr,https://med.postech.ac.kr,https://www.postech.ac.kr/kor/research-industry-academia/researcher-search.do?mode=view&id=2eea86d1ead30fedc7b6912921bdf1b0,"의사과학자, 의공학자 등 인류 건강 증진을 위한 융합 연구자의 길 의과학전공은 의사면허 소지자와 이공계 학·석사 졸업자(졸업 예정자)를 대상으로 기존 학과와 연계한 학제 간 융합 연구를 통해 의과학 및 의공학 분야를 선도할 의사과학자(MD-PhD)와 의과학자 및 의공학자(PhD) 등 융합 연구 인력을 양성합니다. 이를 통해 바이오 헬스케어 산업 발전과 인류 건강 증진기여하고자 합니다.",,,https://www.postech.ac.kr/kor/education/department.do,2026-07-18T12:39:10+09:00
DEPT_421872121F66,인공지능대학원,Graduate School of Artificial Intelligence,graduate_school,RIST연구4동 4402호,054-279-8401~8,054-279-5630,postech-ai@postech.ac.kr,https://ai.postech.ac.kr/,https://www.postech.ac.kr/kor/research-industry-academia/researcher-search.do?mode=view&id=ef2b65fbe4750e574fff67eceab7d2f3,"2019년 정부 지원하에 설립 인공지능 핵심 분야의 창의적 인재 양성 현재 인공지능 분야는 미래 산업을 이끄는 중요한 동력으로 주목받고 있으며 전 세계가 인공지능 우수 인재를 육성하고 확보하는데 집중하고 있습니다. 인공지능대학원은 풍부한 AI교육 경험과 노하우를 바탕으로 인공지능 분야에서 세계적 수준의 석/박사 고급인재를 양성해 국가 경쟁력 향상에 기여하고자 2019년 정부 지원으로 설립되었습니다. 포스텍 인공지능대학원에서는 특화 분야인 미디어 AI, 데이터 AI, AI이론 분야를 중심으로 하는 AI Core 분야에서 활발히 연구를 진행하고 있습니다. 또 바이오, 헬스케어, 시스템, 에너지, 제조, 재료물리, 윤리 등 다양한 분야와의 융합연구를 수행하는 AI+X 분야에도 여러 학과의 교원들이 참여하고 있습니다. 특히 특화 연구 분야와 교육과정을 긴밀히 연계하여 교육과 연구가 유기적으로 이루어질 수 있는 환경을 만들어 인공지능 핵심 분야에 대한 전문 지식과 산업적 감각을 두루 갖춘 창의적인 인재 양성이 목표입니다.",,,https://www.postech.ac.kr/kor/education/department.do,2026-07-18T12:39:10+09:00
DEPT_5AA4565E41E4,전자전기공학과,Electrical Engineering,department,LG연구동,054-279-2718,054-279-2903,ee-staff@postech.ac.kr,https://ee.postech.ac.kr/,https://www.postech.ac.kr/kor/research-industry-academia/researcher-search.do?mode=view&id=8574a1da5bda264766c8cf4ecfd83694,"지능형 디바이스 등 첨단과학기술 동향에 발맞추어 고부가가치 산업을 육성하는 소수 정예의 선도적 연구 전자전기공학과는 정보화와 융복합화가 급속도로 진행되고 있는 세계적 추세에 따라 창의적 고부가가치 산업 육성을 위해 설립되었습니다. 이를 통해 국가 정책목표에 부응하고, 소수정예의 선도적 연구를 지향하는 설립 취지에 맞는 교육과 연구를 수행하고 있습니다. 학부과정에서는 일반적인 기초과목을 충실히 익히고, 전공 분야를 세분화해 나갈 수 있는 응용능력을 키워 졸업 후 산업체나 대학원 진출 등 어느 분야에서나 일할 수 있는 기초실력을 갖추도록 하고 있습니다.",,,https://www.postech.ac.kr/kor/education/department.do,2026-07-18T12:39:10+09:00
DEPT_C61E657812D7,정보통신대학원,Graduate School of Information Technology,graduate_school,포항공과대학교 인공지능연구원,054-279-8402,054-279-5630,postech-ai@postech.ac.kr,https://eecs.postech.ac.kr,https://www.postech.ac.kr/kor/research-industry-academia/researcher-search.do?mode=view&id=a884b1d54c2547e8e5d55978297cbf47,"소수정예의 강도 높은 교육을 통해 국가 차원의 정보산업 첨단 인력 양성 정보통신대학원은 21세기 산업을 주도할 정보통신 부문의 인력 부족을 해소하고, 국가적 차원에서 정보산업의 첨단기술을 확보하기 위해 설립되었습니다. 관련 산업체 전문인력과 우수학생 유치를 통해 소수정예의 강도 높은 교육 연구를 실시하고 있으며, 고급 전문기술 인력을 양성에 힘쓰고 있습니다.",,,https://www.postech.ac.kr/kor/education/department.do,2026-07-18T12:39:10+09:00
DEPT_B146E8596359,첨단원자력공학부,Division of Advanced Nuclear Engineering,division,제1실험동 302호,054-279-9551~5,054-279-9559,dane-staff@postech.ac.kr,https://dane.postech.ac.kr/,https://www.postech.ac.kr/kor/research-industry-academia/researcher-search.do?mode=view&id=89a355028e05f37b704bf98340f6f769,"해외 대학과의 MOU로 다양한 연구 기회 제공 국제적 감각과 리더십을 배양하는 지식과 지성의 터전 첨단원자력공학부 대학원은 폭넓고 깊이 있는 교육연구와 국내·외 원전기술 개발로 원자력의 미래를 이끌고 있습니다. 또한 원자력의 선도적 개발과 안정적인 공급 및 관리, 원자력 폐기물의 효율적 처분, 인간과 환경에 미치는 영향 등 포괄적 기술 과학을 바탕으로 폭넓은 지식과 지성을 갖춘 원자력 전문 인력 양성을 목표로 노력하고 있습니다. 우리 대학원은 기계, 물리, 환경 등 다양한 학문 분야를 융합한 학제 간 교육으로 원자력 분야 차세대 기술 연구 및 개발을 선도할 창의적 인재를 육성합니다. 또한 다양한 관련 분야의 학생들을 선발해 기초 및 응용 지식을 교육하고 연구를 병행하며, 글로벌 인재 양성을 위해 해외 대학과의 업무협약(MOU)을 통해 다양한 연수 및 연구 기회를 제공합니다. 이를 통해 학생들은 전문 지식을 쌓고 국제적 감각과 리더십을 배양하여 미래의 연구자로 성장할 수 있습니다.",,,https://www.postech.ac.kr/kor/education/department.do,2026-07-18T12:39:10+09:00
DEPT_8D6C38C916DF,첨단재료과학부,Division of Advanced Materials Science,division,"C5, 712호",054-279-8417,054-279-8289,div-ams@postech.ac.kr,https://ams.postech.ac.kr/,https://www.postech.ac.kr/kor/research-industry-academia/researcher-search.do?mode=view&id=b3c9f2a39c5fb0200ee018c401cc39fb,"융복합 교육 인프라, 산학연 연계로 실무적 AI-첨단소재 연구 첨단재료과학부는 WCU 사업 선정과 함께 2009년 대학원 학과로 설립 됐으며 인공지능 및 첨단소재과학의 융복합 교육 인프라 구축, 산학연 연계를 통한 실무적 AI-첨단소재 연구인력 양성을 목표로 합니다.",,,https://www.postech.ac.kr/kor/education/department.do,2026-07-18T12:39:10+09:00
DEPT_F7EB6E018B00,친환경소재대학원 배터리공학과,Department of Battery Engineering,graduate_school,친환경소재대학원,054-279-9201~11,054-279-9299,gift-staff@postech.ac.kr,https://gift.postech.ac.kr/index.php,https://www.postech.ac.kr/kor/research-industry-academia/researcher-search.do?mode=view&id=a0b09bd0d8be40c9663143589c83803e,"산업통상자원부 인가 특성화 대학원 지속 가능한 에너지 솔루션 연구의 터전 배터리공학과는 전기차, 휴대용 전자기기, 에너지 저장장치 등 미래 에너지 체계에서 핵심적인 역할을 할 에너지 저장장치인 리튬이온 이차전지를 연구합니다. 나아가 차세대 전지 시스템인 소듐이온 이차전지, 전고체전지 등 혁신적인 배터리 개발에 집중하며 에너지 효율성 향상, 비용 절감, 안전성 증대 등의 목표를 달성하기 위해 핵심 소재부터 시스템까지 넓은 범위에 걸쳐 활발히 연구합니다. 배터리공학과는 산업통상자원부에서 인가된 특성화 대학원으로, 전문성을 갖춘 교수진이 첨단 연구 시설을 이용해 배터리 기술 개발을 선도하며, 지속 가능한 에너지 솔루션을 연구하고 있습니다.",,,https://www.postech.ac.kr/kor/education/department.do,2026-07-18T12:39:10+09:00
DEPT_F9190CC58D37,친환경소재대학원 친환경소재학과,Ferrous & Eco Materials Technology,graduate_school,친환경소재대학원,054-279-9201~11,054-279-9299,gift-staff@postech.ac.kr,https://gift.postech.ac.kr/index.php,https://www.postech.ac.kr/kor/research-industry-academia/researcher-search.do?mode=view&id=29b6c1acd5aeb8b3635fafb6cf998a09,"친환경제철, 차세대 철강제품을 다루는 세계 유일의 전문 교육기관 친환경소재학과는 철강을 중심으로 한 환경친화형 소재 산업의 발전을 이끌 인력을 양성하고 혁신 기술을 개발함으로써 국가경제 발전에 기여할 목적으로 설립했습니다. 우리 학과는 친환경제철 및 차세대 철강 제품 등 친환경소재를 교육·연구하는 세계 유일의 전문 교육기관으로 국내 주요 산업체 및 연구기관과 긴밀한 관계를 유지하고 있습니다. 또 학문적 수월성을 바탕으로 산학연 협력의 구심점 역할을 함과 동시에 소재 산업 전반을 종합적으로 이해하고 위기에 선제적인 대응 방향을 제시할 수 있는 글로벌 리더 양성을 지향합니다.",,,https://www.postech.ac.kr/kor/education/department.do,2026-07-18T12:39:10+09:00
DEPT_9921730F17C8,컴퓨터공학과,Computer Science & Engineering,department,제2공학관,054-279-2719,054-279-2299,dept-cse@postech.ac.kr,https://cse.postech.ac.kr/,https://www.postech.ac.kr/kor/research-industry-academia/researcher-search.do?mode=view&id=e5c3fc5f5173e1479fd4e72edd9c0599,"인류의 삶을 편리하고 풍요롭게 만드는 정보처리와 인공지능을 연구하는 첨단 학문 컴퓨터공학은 21세기 정보화 사회를 이끄는 핵심 학문으로서 정보의 생성•저장•가공•관리 및 효율적 배포를 위한 기본원리와 응용을 다루고 있습니다. 컴퓨터공학은 정보처리를 위한 모델과 절차, 이들을 수행하는 하드웨어, 그리고 정보를 연결하는 네트워크 및 편리한 인간생활을 위한 여러 응용 분야를 총 망라하는 포괄적인 과학이며, 이들의 경제적인 창조를 위한 공학입니다. 컴퓨터공학과는 21세기가 필요로 하는 다면형의 인재를 키워내기 위해 컴퓨터의 기초와 응용뿐만 아니라 인접학문과 접목할 수 있는 유연한 사고를 하도록 교육을 실시하고 있습니다. 또한, 최첨단의 연구결과를 교육에 직접 반영하는 연구중심 교육을 수행하고 있습니다.",,,https://www.postech.ac.kr/kor/education/department.do,2026-07-18T12:39:10+09:00
DEPT_4505C634A00C,푸드테크융합전공,Major in Convergence Food Technology,program,체인지업그라운드,054-279-8875,이메일,food-tech@postech.ac.kr,https://gscst.postech.ac.kr/,https://www.postech.ac.kr/kor/research-industry-academia/researcher-search.do?mode=view&id=2cb62041f2042fee06f9fec52ac935ad,"인간과 기계가 공존하는 시대 차세대 융합 인재가 되고 싶다면 푸드테크융합전공은 음식(Food)과 기술(Technology)을 융합해 다양한 분야에서 혁신적인 솔루션을 개발하는 학문 분야입니다. 인간과 기계 공존의 시대를 대비하는 차세대 융합인재를 육성하기 위해 개설된 이 전공은 4가지 트랙(1.Robotic Cooking, 2. Robotic Service, 3.Robotic Factory, 그리고 4. Food 3D Printing)으로 구성돼 고유한 생각을 가지고, 실제 문제를 풀기 위해 다양한 도메인의 지식을 기존에 활용하지 않던 방식을 추구합니다.",,,https://www.postech.ac.kr/kor/education/department.do,2026-07-18T12:39:10+09:00
DEPT_EFAF183ABB57,합성생물학전공,Major in Synthetic Biology,program,환경공학동 332호,054-279-5856,054-279-8289,wldbs8156@postech.ac.kr,https://synbio.postech.ac.kr/,https://www.postech.ac.kr/kor/research-industry-academia/researcher-search.do?mode=view&id=1d4ec3b5e4294f3d43637a3689ede475,"국가 12대 전략 기술로 선정된 합성생물학은 미래 바이오 산업과 국가 안보의 핵심 동력으로서 전 세계적으로 주목받는 연구 분야입니다. 이에 본 전공은 융합대학원 소속으로서 선도적 기술 확보를 위한 체계적인 교육 시스템을 구축하고, 첨단 바이오 제조 분야를 이끌어갈 글로벌 리더를 육성하고자 합니다.",,,https://www.postech.ac.kr/kor/education/department.do,2026-07-18T12:39:10+09:00
DEPT_D6BD23E2DA3D,화학공학과,Chemical Engineering,department,환경공학동,054-279-2720,054-279-5528,ce-staff@postech.ac.kr,https://ce.postech.ac.kr,https://www.postech.ac.kr/kor/research-industry-academia/researcher-search.do?mode=view&id=0a2eb55c6a036c893a340b7402e7da05,"화학공학은 세계적인 산업 환경의 변화에 대응하여 전통적인 화학장치 산업으로부터 에너지/환경기술, 생명공학기술, 정보통신기술 등으로 대표되는 미래융합기술 산업으로 진화하고 있습니다. 수학, 물리, 화학, 생물 등 과학의 모든 분야를 망라하는 화학공학은 복합지식을 갖춘 인재를 양성하기에 적합하며, 새로운 학문 영역을 개척할 수 있는 능력을 부여합니다. 인류에게 건강한 삶, 깨끗한 환경, 지속적인 발전을 보장하기 위하여 21세기에 등장할 새로운 학문들은 화학공학도들에게는 가장 큰 기회가 될 것입니다.",,,https://www.postech.ac.kr/kor/education/department.do,2026-07-18T12:39:10+09:00
